sentiment,review
1,Perfect mobile at perfect price. You can't get anything better than this at this price range. Battery and camera both are awesome. Superb mobile from Lenovo.
0,Don't buy this mobile
1,V.nice.and looking phone.
1,Nice product
1,Very nice
1,"No lag, gr8 overall performnce"
0,battery is not charging
0,Not up to the mark Lenovo need attention to deliver quality product with effective costing
0,"****attention people ****Don't even do the mistake of buying this fone ever ..extreme overheating issues and battery draining even when in idle state , having hard time to get connected to a network poor third rate screen n resolution ,call quality is extremely poor .when I called Amazon they were not even ready to help with a replacement"
0,Bought on 5th January 2018.Overheating even when not on charging.Saved Caller names not displayed while receiving call.Drains battery even when phone is idle.Call connectivity problem is also high.At least a dozen apps are not responding ( screenshot attached)Review as on 21.02.2018Waste of money
0,"Overall good.Good built qualityBut found problem in Bluetooth. Its continuously loosing connection to Bluetooth device.Notification led colour is only white and only blink for unread message and stay on when charging. No led for missed call, whatsapp and etc.Fast charging is not matching my expectation.Battery draining fast."
1,"Its really blazing fast, crisp colors, fantastic touch response, it truly a winner"
1,Nice mobile.... Excellent
1,Good product in this price .......some heating issue during charging and camera
0,Not goodBattery problem
0,This phone doesn't have inbuilt call recorder ...and the problem is it is not even supporting call recorder apps....
0,Average
1,liked it!
0,Mobile hitting problem please change it
0,Heating problem
1,Much useful
0,Pathetic product I had request to return but not acceptable that's why I use this pathetic product.
1,"Great phoneI bought this phone as a gift for my wifeGreat for this priceAmazing speed, no complaints , go for itBest mobile with all features 4gb , 64,gb, 2.3 ghz processor plus 4000 mah battery capacity"
0,It's not better than 5note ... No more futures .. camera quality is not good.
1,Thank U AmazonCamera quality is good both front and backBattery performance is also goodProcessor is good for gaming
0,Product Lenovo is very bad quality mobile very very hitting very very battery low camera clarity is not good and very bad company total full of Wi-Fi in Lenovo Kabhi Nahi kharidna
0,Heavy weight and heat issue
1,Nice phone
1,Its really good......
1,Great product from LenovoGood working 😍😍
1,Good
0,Product is excellent good but battery draining fast better buy another product
1,Nice
1,Good
0,Phone is good butOne speaker is not working.So I request to seller and brand.Customer give rs. As you decide of product.So give satisfaction to customer....
0,It's bad because not set over choice ringtoneAnd not volte LATE ONLY 4GCOMPARE TO Mi FEATURE to bad Lenovo
1,Worth for this cost.....
1,Thanks
1,Amazing device gifted it to my brother... hez loving it...
1,Heating problem
1,Awesome phone but the problem is If I switch To sim 2 internet the sim 1 connection lostThis Lenovo has to fixed
0,Microphone not working
0,Speaker sound is very low
0,The handset was good but I got a defective piece thanks to Amazon for return and refund.
0,"So many Problem, Contact manger & Message is totally uncompleted, so many problem in that we cant add contact n in sms directly, multiple no. same contact name, working speed is very slow like 2G phone"
0,"Totally dissatisfied with the battery performance and heating issue. Lenovo claims it as Turbo charging, but it takes around 4-5 hours for charging 100 %.More over battery drains fast - even if the internet is switched off. If you are planning to buy this mobile, do not forgot to buy a pair of gloves. If not, you may end up burning your hands."
1,Awesome Mobile & Special Thanx 2 amazon
0,There is fault in every lenovo k8note. Notification light blinks only for unread messages and not for missd calls or emails or any other.Lenovo customer care told that by new update release may bring some change in it.So think and buy.
0,The camera of this phone not working properly.
1,Excellent performance
0,Phone getting hanged. Signal issue when I use sim card which works fine in all other phones. Lenovo service centre in Chennai is pethatic. Specially Anna Salai HCL touch centre no response when u call them on phone numbers.Don't buy Lenovo brand. Amazon we have good faith non I don't all bad brand.
0,Why to buy a 4GB RAM phone when the high quality games do not run to the utmost. 4000mAH battery to die everytime you play games and when your internet is on. It gets warmer. The camera quality is good. But I will not recommend this phone to anyone.
0,100 rs not refunded and product is very bad becuse my jio sim supported on this phone
0,A smartphone with a lot of problems...
0,Good phonebattery normalCamera ok
1,Nice and super
1,Awosame mobile i love it no issues about the phone i use more then 3 months perfect samrt phone in this budget 😎😍
0,Don't buy this phone BAKWAAS third class
1,Photo quality is so good. Awesome speaker. Good buy
1,No dislike issues
1,Camera clearity is not too good...
